Token,File,Matrix,TimePeriod
PNRE_MIX_NT,EA_DRVE_MIX_Skim.omx,Number of Transfers,EA
PNRE_MIX_IVTT_PMov,EA_DRVE_MIX_Skim.omx,IVTT_PMov,EA
PNRE_MIX_IVTT_Bus,EA_DRVE_MIX_Skim.omx,IVTT_Bus,EA
PNRE_MIX_IVTT_StCar,EA_DRVE_MIX_Skim.omx,IVTT_StCar,EA
PNRE_MIX_IVTT_Brt,EA_DRVE_MIX_Skim.omx,IVTT_Brt,EA
PNRE_MIX_IVTT_UrbRail,EA_DRVE_MIX_Skim.omx,IVTT_UrbRail,EA
PNRE_MIX_IVTT_ComRail,EA_DRVE_MIX_Skim.omx,IVTT_ComRail,EA
PNRE_LOC_GC,AM_DRVE_LOC_Skim.omx,Generalized Cost,AM
PNRE_LOC_FARE,AM_DRVE_LOC_Skim.omx,Fare,AM
PNRE_LOC_IVT,AM_DRVE_LOC_Skim.omx,In-Vehicle Time,AM
PNRE_LOC_IWAIT,AM_DRVE_LOC_Skim.omx,Initial Wait Time,AM
PNRE_LOC_XWAIT,AM_DRVE_LOC_Skim.omx,Transfer Wait Time,AM
PNRE_LOC_XPEN,AM_DRVE_LOC_Skim.omx,Transfer Penalty Time,AM
PNRE_LOC_WAUX,AM_DRVE_LOC_Skim.omx,Transfer Walk Time,AM
PNRE_LOC_WACC,AM_DRVE_LOC_Skim.omx,Access Walk Time,AM
PNRE_LOC_WEGR,AM_DRVE_LOC_Skim.omx,Egress Walk Time,AM
PNRE_LOC_DTIME,AM_DRVE_LOC_Skim.omx,Egress Drive Time,AM
PNRE_LOC_DDIST,AM_DRVE_LOC_Skim.omx,Egress Drive Distance,AM
PNRE_LOC_DT,AM_DRVE_LOC_Skim.omx,Dwelling Time,AM
PNRE_LOC_NT,AM_DRVE_LOC_Skim.omx,Number of Transfers,AM
PNRE_LOC_IVTT_PMov,AM_DRVE_LOC_Skim.omx,IVTT_PMov,AM
PNRE_LOC_IVTT_Bus,AM_DRVE_LOC_Skim.omx,IVTT_Bus,AM
PNRE_LOC_IVTT_StCar,AM_DRVE_LOC_Skim.omx,IVTT_StCar,AM
PNRE_LOC_IVTT_Brt,AM_DRVE_LOC_Skim.omx,IVTT_Brt,AM
PNRE_LOC_IVTT_UrbRail,AM_DRVE_LOC_Skim.omx,IVTT_UrbRail,AM
PNRE_LOC_IVTT_ComRail,AM_DRVE_LOC_Skim.omx,IVTT_ComRail,AM
PNRE_PRM_GC,AM_DRVE_PRM_Skim.omx,Generalized Cost,AM
PNRE_PRM_FARE,AM_DRVE_PRM_Skim.omx,Fare,AM
PNRE_PRM_IVT,AM_DRVE_PRM_Skim.omx,In-Vehicle Time,AM
PNRE_PRM_IWAIT,AM_DRVE_PRM_Skim.omx,Initial Wait Time,AM
PNRE_PRM_XWAIT,AM_DRVE_PRM_Skim.omx,Transfer Wait Time,AM
PNRE_PRM_XPEN,AM_DRVE_PRM_Skim.omx,Transfer Penalty Time,AM
PNRE_PRM_WAUX,AM_DRVE_PRM_Skim.omx,Transfer Walk Time,AM
PNRE_PRM_WACC,AM_DRVE_PRM_Skim.omx,Access Walk Time,AM
PNRE_PRM_WEGR,AM_DRVE_PRM_Skim.omx,Egress Walk Time,AM
PNRE_PRM_DTIME,AM_DRVE_PRM_Skim.omx,Egress Drive Time,AM
PNRE_PRM_DDIST,AM_DRVE_PRM_Skim.omx,Egress Drive Distance,AM
PNRE_PRM_DT,AM_DRVE_PRM_Skim.omx,Dwelling Time,AM
PNRE_PRM_NT,AM_DRVE_PRM_Skim.omx,Number of Transfers,AM
PNRE_PRM_IVTT_PMov,AM_DRVE_PRM_Skim.omx,IVTT_PMov,AM
PNRE_PRM_IVTT_Bus,AM_DRVE_PRM_Skim.omx,IVTT_Bus,AM
PNRE_PRM_IVTT_StCar,AM_DRVE_PRM_Skim.omx,IVTT_StCar,AM
PNRE_PRM_IVTT_Brt,AM_DRVE_PRM_Skim.omx,IVTT_Brt,AM
PNRE_PRM_IVTT_UrbRail,AM_DRVE_PRM_Skim.omx,IVTT_UrbRail,AM
PNRE_PRM_IVTT_ComRail,AM_DRVE_PRM_Skim.omx,IVTT_ComRail,AM
PNRE_MIX_GC,AM_DRVE_MIX_Skim.omx,Generalized Cost,AM
PNRE_MIX_FARE,AM_DRVE_MIX_Skim.omx,Fare,AM
PNRE_MIX_IVT,AM_DRVE_MIX_Skim.omx,In-Vehicle Time,AM
PNRE_MIX_IWAIT,AM_DRVE_MIX_Skim.omx,Initial Wait Time,AM
PNRE_MIX_XWAIT,AM_DRVE_MIX_Skim.omx,Transfer Wait Time,AM
PNRE_MIX_XPEN,AM_DRVE_MIX_Skim.omx,Transfer Penalty Time,AM
PNRE_MIX_WAUX,AM_DRVE_MIX_Skim.omx,Transfer Walk Time,AM
PNRE_MIX_WACC,AM_DRVE_MIX_Skim.omx,Access Walk Time,AM
PNRE_MIX_WEGR,AM_DRVE_MIX_Skim.omx,Egress Walk Time,AM
PNRE_MIX_DTIME,AM_DRVE_MIX_Skim.omx,Egress Drive Time,AM
PNRE_MIX_DDIST,AM_DRVE_MIX_Skim.omx,Egress Drive Distance,AM
PNRE_MIX_DT,AM_DRVE_MIX_Skim.omx,Dwelling Time,AM
PNRE_MIX_NT,AM_DRVE_MIX_Skim.omx,Number of Transfers,AM
PNRE_MIX_IVTT_PMov,AM_DRVE_MIX_Skim.omx,IVTT_PMov,AM
PNRE_MIX_IVTT_Bus,AM_DRVE_MIX_Skim.omx,IVTT_Bus,AM
PNRE_MIX_IVTT_StCar,AM_DRVE_MIX_Skim.omx,IVTT_StCar,AM
PNRE_MIX_IVTT_Brt,AM_DRVE_MIX_Skim.omx,IVTT_Brt,AM
PNRE_MIX_IVTT_UrbRail,AM_DRVE_MIX_Skim.omx,IVTT_UrbRail,AM
PNRE_MIX_IVTT_ComRail,AM_DRVE_MIX_Skim.omx,IVTT_ComRail,AM
PNRE_LOC_GC,MD_DRVE_LOC_Skim.omx,Generalized Cost,MD
PNRE_LOC_FARE,MD_DRVE_LOC_Skim.omx,Fare,MD
PNRE_LOC_IVT,MD_DRVE_LOC_Skim.omx,In-Vehicle Time,MD
PNRE_LOC_IWAIT,MD_DRVE_LOC_Skim.omx,Initial Wait Time,MD
PNRE_LOC_XWAIT,MD_DRVE_LOC_Skim.omx,Transfer Wait Time,MD
PNRE_LOC_XPEN,MD_DRVE_LOC_Skim.omx,Transfer Penalty Time,MD
PNRE_LOC_WAUX,MD_DRVE_LOC_Skim.omx,Transfer Walk Time,MD
PNRE_LOC_WACC,MD_DRVE_LOC_Skim.omx,Access Walk Time,MD
PNRE_LOC_WEGR,MD_DRVE_LOC_Skim.omx,Egress Walk Time,MD
PNRE_LOC_DTIME,MD_DRVE_LOC_Skim.omx,Egress Drive Time,MD
PNRE_LOC_DDIST,MD_DRVE_LOC_Skim.omx,Egress Drive Distance,MD
PNRE_LOC_DT,MD_DRVE_LOC_Skim.omx,Dwelling Time,MD
PNRE_LOC_NT,MD_DRVE_LOC_Skim.omx,Number of Transfers,MD
PNRE_LOC_IVTT_PMov,MD_DRVE_LOC_Skim.omx,IVTT_PMov,MD
PNRE_LOC_IVTT_Bus,MD_DRVE_LOC_Skim.omx,IVTT_Bus,MD
PNRE_LOC_IVTT_StCar,MD_DRVE_LOC_Skim.omx,IVTT_StCar,MD
PNRE_LOC_IVTT_Brt,MD_DRVE_LOC_Skim.omx,IVTT_Brt,MD
PNRE_LOC_IVTT_UrbRail,MD_DRVE_LOC_Skim.omx,IVTT_UrbRail,MD
PNRE_LOC_IVTT_ComRail,MD_DRVE_LOC_Skim.omx,IVTT_ComRail,MD
PNRE_PRM_GC,MD_DRVE_PRM_Skim.omx,Generalized Cost,MD
PNRE_PRM_FARE,MD_DRVE_PRM_Skim.omx,Fare,MD
PNRE_PRM_IVT,MD_DRVE_PRM_Skim.omx,In-Vehicle Time,MD
PNRE_PRM_IWAIT,MD_DRVE_PRM_Skim.omx,Initial Wait Time,MD
PNRE_PRM_XWAIT,MD_DRVE_PRM_Skim.omx,Transfer Wait Time,MD
PNRE_PRM_XPEN,MD_DRVE_PRM_Skim.omx,Transfer Penalty Time,MD
PNRE_PRM_WAUX,MD_DRVE_PRM_Skim.omx,Transfer Walk Time,MD
PNRE_PRM_WACC,MD_DRVE_PRM_Skim.omx,Access Walk Time,MD
PNRE_PRM_WEGR,MD_DRVE_PRM_Skim.omx,Egress Walk Time,MD
PNRE_PRM_DTIME,MD_DRVE_PRM_Skim.omx,Egress Drive Time,MD
PNRE_PRM_DDIST,MD_DRVE_PRM_Skim.omx,Egress Drive Distance,MD
PNRE_PRM_DT,MD_DRVE_PRM_Skim.omx,Dwelling Time,MD
PNRE_PRM_NT,MD_DRVE_PRM_Skim.omx,Number of Transfers,MD
PNRE_PRM_IVTT_PMov,MD_DRVE_PRM_Skim.omx,IVTT_PMov,MD
PNRE_PRM_IVTT_Bus,MD_DRVE_PRM_Skim.omx,IVTT_Bus,MD
PNRE_PRM_IVTT_StCar,MD_DRVE_PRM_Skim.omx,IVTT_StCar,MD
PNRE_PRM_IVTT_Brt,MD_DRVE_PRM_Skim.omx,IVTT_Brt,MD
PNRE_PRM_IVTT_UrbRail,MD_DRVE_PRM_Skim.omx,IVTT_UrbRail,MD
PNRE_PRM_IVTT_ComRail,MD_DRVE_PRM_Skim.omx,IVTT_ComRail,MD
PNRE_MIX_GC,MD_DRVE_MIX_Skim.omx,Generalized Cost,MD
PNRE_MIX_FARE,MD_DRVE_MIX_Skim.omx,Fare,MD
PNRE_MIX_IVT,MD_DRVE_MIX_Skim.omx,In-Vehicle Time,MD
PNRE_MIX_IWAIT,MD_DRVE_MIX_Skim.omx,Initial Wait Time,MD
PNRE_MIX_XWAIT,MD_DRVE_MIX_Skim.omx,Transfer Wait Time,MD
PNRE_MIX_XPEN,MD_DRVE_MIX_Skim.omx,Transfer Penalty Time,MD
PNRE_MIX_WAUX,MD_DRVE_MIX_Skim.omx,Transfer Walk Time,MD
PNRE_MIX_WACC,MD_DRVE_MIX_Skim.omx,Access Walk Time,MD
PNRE_MIX_WEGR,MD_DRVE_MIX_Skim.omx,Egress Walk Time,MD
PNRE_MIX_DTIME,MD_DRVE_MIX_Skim.omx,Egress Drive Time,MD
PNRE_MIX_DDIST,MD_DRVE_MIX_Skim.omx,Egress Drive Distance,MD
PNRE_MIX_DT,MD_DRVE_MIX_Skim.omx,Dwelling Time,MD
PNRE_MIX_NT,MD_DRVE_MIX_Skim.omx,Number of Transfers,MD
PNRE_MIX_IVTT_PMov,MD_DRVE_MIX_Skim.omx,IVTT_PMov,MD
PNRE_MIX_IVTT_Bus,MD_DRVE_MIX_Skim.omx,IVTT_Bus,MD
PNRE_MIX_IVTT_StCar,MD_DRVE_MIX_Skim.omx,IVTT_StCar,MD
PNRE_MIX_IVTT_Brt,MD_DRVE_MIX_Skim.omx,IVTT_Brt,MD
PNRE_MIX_IVTT_UrbRail,MD_DRVE_MIX_Skim.omx,IVTT_UrbRail,MD
PNRE_MIX_IVTT_ComRail,MD_DRVE_MIX_Skim.omx,IVTT_ComRail,MD
PNRE_LOC_GC,PM_DRVE_LOC_Skim.omx,Generalized Cost,PM
PNRE_LOC_FARE,PM_DRVE_LOC_Skim.omx,Fare,PM
PNRE_LOC_IVT,PM_DRVE_LOC_Skim.omx,In-Vehicle Time,PM
PNRE_LOC_IWAIT,PM_DRVE_LOC_Skim.omx,Initial Wait Time,PM
PNRE_LOC_XWAIT,PM_DRVE_LOC_Skim.omx,Transfer Wait Time,PM
PNRE_LOC_XPEN,PM_DRVE_LOC_Skim.omx,Transfer Penalty Time,PM
PNRE_LOC_WAUX,PM_DRVE_LOC_Skim.omx,Transfer Walk Time,PM
PNRE_LOC_WACC,PM_DRVE_LOC_Skim.omx,Access Walk Time,PM
PNRE_LOC_WEGR,PM_DRVE_LOC_Skim.omx,Egress Walk Time,PM
PNRE_LOC_DTIME,PM_DRVE_LOC_Skim.omx,Egress Drive Time,PM
PNRE_LOC_DDIST,PM_DRVE_LOC_Skim.omx,Egress Drive Distance,PM
PNRE_LOC_DT,PM_DRVE_LOC_Skim.omx,Dwelling Time,PM
PNRE_LOC_NT,PM_DRVE_LOC_Skim.omx,Number of Transfers,PM
PNRE_LOC_IVTT_PMov,PM_DRVE_LOC_Skim.omx,IVTT_PMov,PM
PNRE_LOC_IVTT_Bus,PM_DRVE_LOC_Skim.omx,IVTT_Bus,PM
PNRE_LOC_IVTT_StCar,PM_DRVE_LOC_Skim.omx,IVTT_StCar,PM
PNRE_LOC_IVTT_Brt,PM_DRVE_LOC_Skim.omx,IVTT_Brt,PM
PNRE_LOC_IVTT_UrbRail,PM_DRVE_LOC_Skim.omx,IVTT_UrbRail,PM
PNRE_LOC_IVTT_ComRail,PM_DRVE_LOC_Skim.omx,IVTT_ComRail,PM
PNRE_PRM_GC,PM_DRVE_PRM_Skim.omx,Generalized Cost,PM
PNRE_PRM_FARE,PM_DRVE_PRM_Skim.omx,Fare,PM
PNRE_PRM_IVT,PM_DRVE_PRM_Skim.omx,In-Vehicle Time,PM
PNRE_PRM_IWAIT,PM_DRVE_PRM_Skim.omx,Initial Wait Time,PM
PNRE_PRM_XWAIT,PM_DRVE_PRM_Skim.omx,Transfer Wait Time,PM
PNRE_PRM_XPEN,PM_DRVE_PRM_Skim.omx,Transfer Penalty Time,PM
PNRE_PRM_WAUX,PM_DRVE_PRM_Skim.omx,Transfer Walk Time,PM
PNRE_PRM_WACC,PM_DRVE_PRM_Skim.omx,Access Walk Time,PM
PNRE_PRM_WEGR,PM_DRVE_PRM_Skim.omx,Egress Walk Time,PM
PNRE_PRM_DTIME,PM_DRVE_PRM_Skim.omx,Egress Drive Time,PM
PNRE_PRM_DDIST,PM_DRVE_PRM_Skim.omx,Egress Drive Distance,PM
PNRE_PRM_DT,PM_DRVE_PRM_Skim.omx,Dwelling Time,PM
PNRE_PRM_NT,PM_DRVE_PRM_Skim.omx,Number of Transfers,PM
PNRE_PRM_IVTT_PMov,PM_DRVE_PRM_Skim.omx,IVTT_PMov,PM
PNRE_PRM_IVTT_Bus,PM_DRVE_PRM_Skim.omx,IVTT_Bus,PM
PNRE_PRM_IVTT_StCar,PM_DRVE_PRM_Skim.omx,IVTT_StCar,PM
PNRE_PRM_IVTT_Brt,PM_DRVE_PRM_Skim.omx,IVTT_Brt,PM
PNRE_PRM_IVTT_UrbRail,PM_DRVE_PRM_Skim.omx,IVTT_UrbRail,PM
PNRE_PRM_IVTT_ComRail,PM_DRVE_PRM_Skim.omx,IVTT_ComRail,PM
PNRE_MIX_GC,PM_DRVE_MIX_Skim.omx,Generalized Cost,PM
PNRE_MIX_FARE,PM_DRVE_MIX_Skim.omx,Fare,PM
PNRE_MIX_IVT,PM_DRVE_MIX_Skim.omx,In-Vehicle Time,PM
PNRE_MIX_IWAIT,PM_DRVE_MIX_Skim.omx,Initial Wait Time,PM
PNRE_MIX_XWAIT,PM_DRVE_MIX_Skim.omx,Transfer Wait Time,PM
PNRE_MIX_XPEN,PM_DRVE_MIX_Skim.omx,Transfer Penalty Time,PM
PNRE_MIX_WAUX,PM_DRVE_MIX_Skim.omx,Transfer Walk Time,PM
PNRE_MIX_WACC,PM_DRVE_MIX_Skim.omx,Access Walk Time,PM
PNRE_MIX_WEGR,PM_DRVE_MIX_Skim.omx,Egress Walk Time,PM
PNRE_MIX_DTIME,PM_DRVE_MIX_Skim.omx,Egress Drive Time,PM
PNRE_MIX_DDIST,PM_DRVE_MIX_Skim.omx,Egress Drive Distance,PM
PNRE_MIX_DT,PM_DRVE_MIX_Skim.omx,Dwelling Time,PM
PNRE_MIX_NT,PM_DRVE_MIX_Skim.omx,Number of Transfers,PM
PNRE_MIX_IVTT_PMov,PM_DRVE_MIX_Skim.omx,IVTT_PMov,PM
PNRE_MIX_IVTT_Bus,PM_DRVE_MIX_Skim.omx,IVTT_Bus,PM
PNRE_MIX_IVTT_StCar,PM_DRVE_MIX_Skim.omx,IVTT_StCar,PM
PNRE_MIX_IVTT_Brt,PM_DRVE_MIX_Skim.omx,IVTT_Brt,PM
PNRE_MIX_IVTT_UrbRail,PM_DRVE_MIX_Skim.omx,IVTT_UrbRail,PM
PNRE_MIX_IVTT_ComRail,PM_DRVE_MIX_Skim.omx,IVTT_ComRail,PM
PNRE_LOC_GC,EV_DRVE_LOC_Skim.omx,Generalized Cost,EV
PNRE_LOC_FARE,EV_DRVE_LOC_Skim.omx,Fare,EV
PNRE_LOC_IVT,EV_DRVE_LOC_Skim.omx,In-Vehicle Time,EV
PNRE_LOC_IWAIT,EV_DRVE_LOC_Skim.omx,Initial Wait Time,EV
PNRE_LOC_XWAIT,EV_DRVE_LOC_Skim.omx,Transfer Wait Time,EV
PNRE_LOC_XPEN,EV_DRVE_LOC_Skim.omx,Transfer Penalty Time,EV
PNRE_LOC_WAUX,EV_DRVE_LOC_Skim.omx,Transfer Walk Time,EV
PNRE_LOC_WACC,EV_DRVE_LOC_Skim.omx,Access Walk Time,EV
PNRE_LOC_WEGR,EV_DRVE_LOC_Skim.omx,Egress Walk Time,EV
PNRE_LOC_DTIME,EV_DRVE_LOC_Skim.omx,Egress Drive Time,EV
PNRE_LOC_DDIST,EV_DRVE_LOC_Skim.omx,Egress Drive Distance,EV
PNRE_LOC_DT,EV_DRVE_LOC_Skim.omx,Dwelling Time,EV
PNRE_LOC_NT,EV_DRVE_LOC_Skim.omx,Number of Transfers,EV
PNRE_LOC_IVTT_PMov,EV_DRVE_LOC_Skim.omx,IVTT_PMov,EV
PNRE_LOC_IVTT_Bus,EV_DRVE_LOC_Skim.omx,IVTT_Bus,EV
PNRE_LOC_IVTT_StCar,EV_DRVE_LOC_Skim.omx,IVTT_StCar,EV
PNRE_LOC_IVTT_Brt,EV_DRVE_LOC_Skim.omx,IVTT_Brt,EV
PNRE_LOC_IVTT_UrbRail,EV_DRVE_LOC_Skim.omx,IVTT_UrbRail,EV
PNRE_LOC_IVTT_ComRail,EV_DRVE_LOC_Skim.omx,IVTT_ComRail,EV
PNRE_PRM_GC,EV_DRVE_PRM_Skim.omx,Generalized Cost,EV
PNRE_PRM_FARE,EV_DRVE_PRM_Skim.omx,Fare,EV
PNRE_PRM_IVT,EV_DRVE_PRM_Skim.omx,In-Vehicle Time,EV
PNRE_PRM_IWAIT,EV_DRVE_PRM_Skim.omx,Initial Wait Time,EV
PNRE_PRM_XWAIT,EV_DRVE_PRM_Skim.omx,Transfer Wait Time,EV
PNRE_PRM_XPEN,EV_DRVE_PRM_Skim.omx,Transfer Penalty Time,EV
PNRE_PRM_WAUX,EV_DRVE_PRM_Skim.omx,Transfer Walk Time,EV
PNRE_PRM_WACC,EV_DRVE_PRM_Skim.omx,Access Walk Time,EV
PNRE_PRM_WEGR,EV_DRVE_PRM_Skim.omx,Egress Walk Time,EV
PNRE_PRM_DTIME,EV_DRVE_PRM_Skim.omx,Egress Drive Time,EV
PNRE_PRM_DDIST,EV_DRVE_PRM_Skim.omx,Egress Drive Distance,EV
PNRE_PRM_DT,EV_DRVE_PRM_Skim.omx,Dwelling Time,EV
PNRE_PRM_NT,EV_DRVE_PRM_Skim.omx,Number of Transfers,EV
PNRE_PRM_IVTT_PMov,EV_DRVE_PRM_Skim.omx,IVTT_PMov,EV
PNRE_PRM_IVTT_Bus,EV_DRVE_PRM_Skim.omx,IVTT_Bus,EV
PNRE_PRM_IVTT_StCar,EV_DRVE_PRM_Skim.omx,IVTT_StCar,EV
PNRE_PRM_IVTT_Brt,EV_DRVE_PRM_Skim.omx,IVTT_Brt,EV
PNRE_PRM_IVTT_UrbRail,EV_DRVE_PRM_Skim.omx,IVTT_UrbRail,EV
PNRE_PRM_IVTT_ComRail,EV_DRVE_PRM_Skim.omx,IVTT_ComRail,EV
PNRE_MIX_GC,EV_DRVE_MIX_Skim.omx,Generalized Cost,EV
PNRE_MIX_FARE,EV_DRVE_MIX_Skim.omx,Fare,EV
PNRE_MIX_IVT,EV_DRVE_MIX_Skim.omx,In-Vehicle Time,EV
PNRE_MIX_IWAIT,EV_DRVE_MIX_Skim.omx,Initial Wait Time,EV
PNRE_MIX_XWAIT,EV_DRVE_MIX_Skim.omx,Transfer Wait Time,EV
PNRE_MIX_XPEN,EV_DRVE_MIX_Skim.omx,Transfer Penalty Time,EV
PNRE_MIX_WAUX,EV_DRVE_MIX_Skim.omx,Transfer Walk Time,EV
PNRE_MIX_WACC,EV_DRVE_MIX_Skim.omx,Access Walk Time,EV
PNRE_MIX_WEGR,EV_DRVE_MIX_Skim.omx,Egress Walk Time,EV
PNRE_MIX_DTIME,EV_DRVE_MIX_Skim.omx,Egress Drive Time,EV
PNRE_MIX_DDIST,EV_DRVE_MIX_Skim.omx,Egress Drive Distance,EV
PNRE_MIX_DT,EV_DRVE_MIX_Skim.omx,Dwelling Time,EV
PNRE_MIX_NT,EV_DRVE_MIX_Skim.omx,Number of Transfers,EV
PNRE_MIX_IVTT_PMov,EV_DRVE_MIX_Skim.omx,IVTT_PMov,EV
PNRE_MIX_IVTT_Bus,EV_DRVE_MIX_Skim.omx,IVTT_Bus,EV
PNRE_MIX_IVTT_StCar,EV_DRVE_MIX_Skim.omx,IVTT_StCar,EV
PNRE_MIX_IVTT_Brt,EV_DRVE_MIX_Skim.omx,IVTT_Brt,EV
PNRE_MIX_IVTT_UrbRail,EV_DRVE_MIX_Skim.omx,IVTT_UrbRail,EV
PNRE_MIX_IVTT_ComRail,EV_DRVE_MIX_Skim.omx,IVTT_ComRail,EV
KNRE_LOC_GC,EA_KNRE_LOC_Skim.omx,Generalized Cost,EA
KNRE_LOC_FARE,EA_KNRE_LOC_Skim.omx,Fare,EA
KNRE_LOC_IVT,EA_KNRE_LOC_Skim.omx,In-Vehicle Time,EA
KNRE_LOC_IWAIT,EA_KNRE_LOC_Skim.omx,Initial Wait Time,EA
KNRE_LOC_XWAIT,EA_KNRE_LOC_Skim.omx,Transfer Wait Time,EA
KNRE_LOC_XPEN,EA_KNRE_LOC_Skim.omx,Transfer Penalty Time,EA
KNRE_LOC_WAUX,EA_KNRE_LOC_Skim.omx,Transfer Walk Time,EA
KNRE_LOC_WACC,EA_KNRE_LOC_Skim.omx,Access Walk Time,EA
KNRE_LOC_WEGR,EA_KNRE_LOC_Skim.omx,Egress Walk Time,EA
KNRE_LOC_DTIME,EA_KNRE_LOC_Skim.omx,Egress Drive Time,EA
KNRE_LOC_DDIST,EA_KNRE_LOC_Skim.omx,Egress Drive Distance,EA
KNRE_LOC_DT,EA_KNRE_LOC_Skim.omx,Dwelling Time,EA
KNRE_LOC_NT,EA_KNRE_LOC_Skim.omx,Number of Transfers,EA
KNRE_LOC_IVTT_PMov,EA_KNRE_LOC_Skim.omx,IVTT_PMov,EA
KNRE_LOC_IVTT_Bus,EA_KNRE_LOC_Skim.omx,IVTT_Bus,EA
KNRE_LOC_IVTT_StCar,EA_KNRE_LOC_Skim.omx,IVTT_StCar,EA
KNRE_LOC_IVTT_Brt,EA_KNRE_LOC_Skim.omx,IVTT_Brt,EA
KNRE_LOC_IVTT_UrbRail,EA_KNRE_LOC_Skim.omx,IVTT_UrbRail,EA
KNRE_LOC_IVTT_ComRail,EA_KNRE_LOC_Skim.omx,IVTT_ComRail,EA
KNRE_PRM_GC,EA_KNRE_PRM_Skim.omx,Generalized Cost,EA
KNRE_PRM_FARE,EA_KNRE_PRM_Skim.omx,Fare,EA
KNRE_PRM_IVT,EA_KNRE_PRM_Skim.omx,In-Vehicle Time,EA
KNRE_PRM_IWAIT,EA_KNRE_PRM_Skim.omx,Initial Wait Time,EA
KNRE_PRM_XWAIT,EA_KNRE_PRM_Skim.omx,Transfer Wait Time,EA
KNRE_PRM_XPEN,EA_KNRE_PRM_Skim.omx,Transfer Penalty Time,EA
KNRE_PRM_WAUX,EA_KNRE_PRM_Skim.omx,Transfer Walk Time,EA
KNRE_PRM_WACC,EA_KNRE_PRM_Skim.omx,Access Walk Time,EA
KNRE_PRM_WEGR,EA_KNRE_PRM_Skim.omx,Egress Walk Time,EA
KNRE_PRM_DTIME,EA_KNRE_PRM_Skim.omx,Egress Drive Time,EA
KNRE_PRM_DDIST,EA_KNRE_PRM_Skim.omx,Egress Drive Distance,EA
KNRE_PRM_DT,EA_KNRE_PRM_Skim.omx,Dwelling Time,EA
KNRE_PRM_NT,EA_KNRE_PRM_Skim.omx,Number of Transfers,EA
KNRE_PRM_IVTT_PMov,EA_KNRE_PRM_Skim.omx,IVTT_PMov,EA
KNRE_PRM_IVTT_Bus,EA_KNRE_PRM_Skim.omx,IVTT_Bus,EA
KNRE_PRM_IVTT_StCar,EA_KNRE_PRM_Skim.omx,IVTT_StCar,EA
KNRE_PRM_IVTT_Brt,EA_KNRE_PRM_Skim.omx,IVTT_Brt,EA
KNRE_PRM_IVTT_UrbRail,EA_KNRE_PRM_Skim.omx,IVTT_UrbRail,EA
KNRE_PRM_IVTT_ComRail,EA_KNRE_PRM_Skim.omx,IVTT_ComRail,EA
KNRE_MIX_GC,EA_KNRE_MIX_Skim.omx,Generalized Cost,EA
KNRE_MIX_FARE,EA_KNRE_MIX_Skim.omx,Fare,EA
KNRE_MIX_IVT,EA_KNRE_MIX_Skim.omx,In-Vehicle Time,EA
KNRE_MIX_IWAIT,EA_KNRE_MIX_Skim.omx,Initial Wait Time,EA
KNRE_MIX_XWAIT,EA_KNRE_MIX_Skim.omx,Transfer Wait Time,EA
KNRE_MIX_XPEN,EA_KNRE_MIX_Skim.omx,Transfer Penalty Time,EA
KNRE_MIX_WAUX,EA_KNRE_MIX_Skim.omx,Transfer Walk Time,EA
KNRE_MIX_WACC,EA_KNRE_MIX_Skim.omx,Access Walk Time,EA
KNRE_MIX_WEGR,EA_KNRE_MIX_Skim.omx,Egress Walk Time,EA
KNRE_MIX_DTIME,EA_KNRE_MIX_Skim.omx,Egress Drive Time,EA
KNRE_MIX_DDIST,EA_KNRE_MIX_Skim.omx,Egress Drive Distance,EA
KNRE_MIX_DT,EA_KNRE_MIX_Skim.omx,Dwelling Time,EA
KNRE_MIX_NT,EA_KNRE_MIX_Skim.omx,Number of Transfers,EA
KNRE_MIX_IVTT_PMov,EA_KNRE_MIX_Skim.omx,IVTT_PMov,EA
KNRE_MIX_IVTT_Bus,EA_KNRE_MIX_Skim.omx,IVTT_Bus,EA
KNRE_MIX_IVTT_StCar,EA_KNRE_MIX_Skim.omx,IVTT_StCar,EA
KNRE_MIX_IVTT_Brt,EA_KNRE_MIX_Skim.omx,IVTT_Brt,EA
KNRE_MIX_IVTT_UrbRail,EA_KNRE_MIX_Skim.omx,IVTT_UrbRail,EA
KNRE_MIX_IVTT_ComRail,EA_KNRE_MIX_Skim.omx,IVTT_ComRail,EA
KNRE_LOC_GC,AM_KNRE_LOC_Skim.omx,Generalized Cost,AM
KNRE_LOC_FARE,AM_KNRE_LOC_Skim.omx,Fare,AM
KNRE_LOC_IVT,AM_KNRE_LOC_Skim.omx,In-Vehicle Time,AM
KNRE_LOC_IWAIT,AM_KNRE_LOC_Skim.omx,Initial Wait Time,AM
KNRE_LOC_XWAIT,AM_KNRE_LOC_Skim.omx,Transfer Wait Time,AM
KNRE_LOC_XPEN,AM_KNRE_LOC_Skim.omx,Transfer Penalty Time,AM
KNRE_LOC_WAUX,AM_KNRE_LOC_Skim.omx,Transfer Walk Time,AM
KNRE_LOC_WACC,AM_KNRE_LOC_Skim.omx,Access Walk Time,AM
KNRE_LOC_WEGR,AM_KNRE_LOC_Skim.omx,Egress Walk Time,AM
KNRE_LOC_DTIME,AM_KNRE_LOC_Skim.omx,Egress Drive Time,AM
KNRE_LOC_DDIST,AM_KNRE_LOC_Skim.omx,Egress Drive Distance,AM
