LINKSERIAL,USECOUNT,LOCAL_ID,AADT_YEAR,AADT,AADT_CAR,AADT_TRUCK,AADT_SUT,AADT_MUT,FCLASS,FCLASS_LABEL,AREATYPE,AREATYPE_LABEL,FCLASS_GROUP,COUNTY,CountyName,VOLUME_GROUP_MUT,VOLUME_GROUP_SUT,VOLUME_GROUP_TRUCK
7314,0,47-5113,2019,2218,2130,88,55,24,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
19936,0,47-5114,2019,3213,3085,128,80,35,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,100-199
5144,0,47-5115,2019,7806,7494,312,195,86,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,100-199,200-499
5991,0,47-5116,2019,3130,3005,125,78,34,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,100-199
5512,1,47-5117,2018,15491,15077,413,250,136,4,Minor Arterial,5,Rural,Other Road,8,Livingston,100-199,200-499,200-499
6396,0,47-5118,2019,1710,1640,70,43,20,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
7209,0,47-5121,2019,7207,6926,281,173,79,4,Minor Arterial,5,Rural,Other Road,8,Livingston,0-99,100-199,200-499
7218,1,47-5125,2019,6245,6047,198,122,75,4,Minor Arterial,5,Rural,Other Road,8,Livingston,0-99,100-199,100-199
19909,0,47-5127,2019,2946,2827,119,74,33,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,100-199
7442,0,47-5128,2019,2939,2820,119,74,33,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,100-199
19916,0,47-5130,2019,7164,6886,278,171,78,4,Minor Arterial,4,Suburban,Other Road,8,Livingston,0-99,100-199,200-499
8151,1,47-5131,2018,11933,10705,1227,380,786,5,Major Collector,4,Suburban,Other Road,8,Livingston,500-999,200-499,1000-1999
7397,0,47-5132,2019,4243,4074,169,106,46,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,100-199,100-199
19910,0,47-5134,2019,2843,2729,114,71,32,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,100-199
7431,1,47-5136,2018,10812,10587,224,103,117,4,Minor Arterial,3,Urban,Other Road,8,Livingston,100-199,100-199,200-499
8021,1,47-5138,2018,7082,6868,213,133,73,4,Minor Arterial,4,Suburban,Other Road,8,Livingston,0-99,100-199,200-499
7886,1,47-5142,2018,5633,5444,188,116,72,5,Major Collector,4,Suburban,Other Road,8,Livingston,0-99,100-199,100-199
7387,1,47-5143,2018,4859,4673,185,119,65,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,100-199,100-199
7012,0,47-5146,2018,17455,17295,159,115,40,4,Minor Arterial,3,Urban,Other Road,8,Livingston,0-99,100-199,100-199
7008,0,47-5147,2019,13426,12904,522,321,147,4,Minor Arterial,4,Suburban,Other Road,8,Livingston,100-199,200-499,200-499
6896,0,47-5148,2018,5770,5684,85,66,21,4,Minor Arterial,4,Suburban,Other Road,8,Livingston,0-99,0-99,0-99
8123,1,47-5149,2018,4680,4526,153,80,63,4,Minor Arterial,5,Rural,Other Road,8,Livingston,0-99,0-99,100-199
19867,0,47-5152,2018,621,597,23,7,16,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
6909,0,47-5154,2019,1483,1426,57,37,14,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
7457,0,47-5155,2019,1160,1114,46,29,12,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
5140,0,47-5158,2019,6510,6247,263,163,74,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,100-199,200-499
6302,0,47-5159,2018,3987,3883,104,68,32,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,100-199
6308,1,47-5161,2018,15367,15114,252,170,58,4,Minor Arterial,4,Suburban,Other Road,8,Livingston,0-99,100-199,200-499
19943,0,47-5165,2019,4361,4188,173,109,47,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,100-199,100-199
19940,0,47-5166,2019,843,809,34,21,10,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
19768,0,47-5167,2019,884,848,36,22,10,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
19767,0,47-5168,2019,529,506,23,13,8,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
19766,0,47-5169,2019,1350,1297,53,34,14,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
20912,0,47-5170,2019,1995,1915,80,50,22,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
20320,0,47-5171,2019,1054,1013,41,26,11,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
19944,0,47-5173,2019,600,574,26,16,8,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
6818,1,47-5174,2018,7158,6708,449,283,158,5,Major Collector,5,Rural,Other Road,8,Livingston,100-199,200-499,200-499
7222,0,47-5175,2019,7130,6852,278,171,78,4,Minor Arterial,5,Rural,Other Road,8,Livingston,0-99,100-199,200-499
19948,0,47-5176,2019,3480,3343,137,87,36,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,100-199
7764,0,47-5177,2019,4737,4546,191,119,53,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,100-199,100-199
19939,0,47-5178,2019,1609,1543,66,41,19,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
19652,1,47-5185,2019,7532,7362,170,56,103,5,Major Collector,3,Urban,Other Road,8,Livingston,100-199,0-99,100-199
7136,1,47-5187,2018,29101,28596,505,310,109,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,8,Livingston,100-199,200-499,200-499
7749,0,47-5188,2019,3259,3130,129,81,35,5,Major Collector,3,Urban,Other Road,8,Livingston,0-99,0-99,100-199
7070,0,47-5195,2019,312,299,13,10,2,5,Major Collector,3,Urban,Other Road,8,Livingston,0-99,0-99,0-99
7942,0,47-5196,2019,3376,3349,27,20,6,5,Major Collector,3,Urban,Other Road,8,Livingston,0-99,0-99,0-99
7067,0,47-5198,2018,4191,4134,56,49,11,5,Major Collector,3,Urban,Other Road,8,Livingston,0-99,0-99,0-99
37048,0,47-5201,2019,13234,13082,152,119,32,4,Minor Arterial,3,Urban,Other Road,8,Livingston,0-99,100-199,100-199
7958,0,47-5202,2019,1789,1775,14,10,4,5,Major Collector,3,Urban,Other Road,8,Livingston,0-99,0-99,0-99
7057,0,47-5205,2019,2927,2879,48,21,27,5,Major Collector,3,Urban,Other Road,8,Livingston,0-99,0-99,0-99
6993,1,47-5206,2019,5543,5118,425,128,269,4,Minor Arterial,3,Urban,Other Road,8,Livingston,200-499,100-199,200-499
6493,0,47-5208,2019,2360,2267,93,59,25,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
40462,0,47-5209,2018,9613,9493,119,80,39,4,Minor Arterial,5,Rural,Other Road,8,Livingston,0-99,0-99,100-199
7445,0,47-5212,2018,2250,2215,34,34,2,6,Minor Collector,4,Suburban,Other Road,8,Livingston,0-99,0-99,0-99
40612,0,47-5213,2018,2313,2264,48,46,5,6,Minor Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
7334,0,47-5214,2018,1197,1170,26,27,0,6,Minor Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
5714,0,47-5215,2019,870,853,17,15,0,6,Minor Collector,4,Suburban,Other Road,8,Livingston,0-99,0-99,0-99
7217,0,47-5216,2019,1940,1883,57,43,10,6,Minor Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
40610,0,47-5217,2018,3886,3800,85,55,22,6,Minor Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
7888,0,47-5220,2019,4806,4614,192,120,53,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,100-199,100-199
19932,0,47-5231,2018,1552,1509,43,27,14,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
19920,0,47-5233,2018,3426,3339,87,58,26,5,Major Collector,5,Rural,Other Road,8,Livingston,0-99,0-99,0-99
7745,1,47-8219,2019,42203,38056,4147,1034,3042,1,Interstate Freeway,4,Suburban,Interstate,8,Livingston,2000+,1000-1999,2000+
7540,1,47-8219,2019,42203,38056,4147,1034,3042,1,Interstate Freeway,4,Suburban,Interstate,8,Livingston,2000+,1000-1999,2000+
6075,1,47-8229,2019,31027,27853,3174,778,2375,2,Other Freeway,5,Rural,Freeway/Prin. Art.,8,Livingston,2000+,500-999,2000+
6490,1,47-8229,2019,31027,27853,3174,778,2375,2,Other Freeway,4,Suburban,Freeway/Prin. Art.,8,Livingston,2000+,500-999,2000+
8431,0,58-5038,2019,1570,1507,63,39,18,4,Minor Arterial,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
8443,1,58-0039,2019,4227,4005,222,82,139,4,Minor Arterial,5,Rural,Other Road,6,Monroe,100-199,0-99,200-499
8507,0,58-0116,2019,21811,15944.5,5866,719,5081,2,Other Freeway,5,Rural,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
8513,1,58-8369,2019,6552,5941,611,142,457,4,Minor Arterial,5,Rural,Other Road,6,Monroe,200-499,100-199,500-999
8515,0,58-5105,2019,440,429,11,9,1,6,Minor Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
8520,0,58-5202,2017,3719,3610,109,56,49,5,Major Collector,4,Suburban,Other Road,6,Monroe,0-99,0-99,100-199
8526,0,58-0116,2019,21811,15944.5,5866,719,5081,2,Other Freeway,5,Rural,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
8552,0,58-5197,2017,7731,7499,232,139,85,4,Minor Arterial,3,Urban,Other Road,6,Monroe,0-99,100-199,200-499
8557,0,58-5195,2017,4404,4230,174,105,65,4,Minor Arterial,3,Urban,Other Road,6,Monroe,0-99,100-199,100-199
8608,0,58-5215,2017,3677,3521,156,96,56,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,0-99,0-99,100-199
8630,0,58-5187,2017,5340,5198,142,69,68,5,Major Collector,3,Urban,Other Road,6,Monroe,0-99,0-99,100-199
8660,0,58-5060,2018,3968,3864,104,68,32,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,100-199
8723,1,58-5216,2019,1774,1566,208,52,156,5,Major Collector,4,Suburban,Other Road,6,Monroe,100-199,0-99,200-499
8724,0,58-5212,2019,1296,1237,59,52,5,5,Major Collector,3,Urban,Other Road,6,Monroe,0-99,0-99,0-99
8737,0,58-5081,2019,1200,1152,48,30,13,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
8744,0,58-5128,2018,747,727,20,13,6,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
8751,0,58-0509,2017,6961,6786,175,91,77,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,100-199
8752,1,58-5192,2019,2453,2309,144,73,71,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,0-99,0-99,100-199
8758,0,58-5209,2017,2600,2552,47,38,11,4,Minor Arterial,3,Urban,Other Road,6,Monroe,0-99,0-99,0-99
8762,0,58-5189,2019,3758,3633,125,56,14,4,Minor Arterial,3,Urban,Other Road,6,Monroe,0-99,0-99,0-99
8763,1,58-5210,2019,5847,5470,377,183,176,4,Minor Arterial,3,Urban,Other Road,6,Monroe,100-199,100-199,200-499
8778,0,58-0208,2018,6863,6643.5,219,75,144,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,100-199,0-99,200-499
8783,0,58-5074,2019,790,765,25,18,5,6,Minor Collector,4,Suburban,Other Road,6,Monroe,0-99,0-99,0-99
8809,0,58-0078,2019,7612,7354,258,91,167,4,Minor Arterial,5,Rural,Other Road,6,Monroe,100-199,0-99,200-499
8813,0,58-5043,2019,1520,1459,61,37,18,4,Minor Arterial,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
8815,0,58-0040,2019,3311,3139,172,66,106,4,Minor Arterial,5,Rural,Other Road,6,Monroe,100-199,0-99,100-199
8821,0,58-5072,2017,2121,2039,82,42,38,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
8827,0,58-5104,2019,1530,1467,63,38,19,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
8842,0,58-5106,2018,2838,2763,75,48,24,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
8907,0,58-0885,2019,23433,19807,6303,696,7233,2,Other Freeway,4,Suburban,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
8932,0,58-0885,2019,23433,17129.5,6303,773,5460,2,Other Freeway,5,Rural,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
8942,0,58-0082,2017,4979,4789,190,115,70,4,Minor Arterial,5,Rural,Other Road,6,Monroe,0-99,100-199,100-199
8961,1,58-5201,2019,10169,9773,396,153,238,4,Minor Arterial,3,Urban,Other Road,6,Monroe,200-499,100-199,200-499
8976,1,58-0025,2019,8876,8423,453,191,256,4,Minor Arterial,5,Rural,Other Road,6,Monroe,200-499,100-199,200-499
9124,0,58-0118,2019,23109,19619.5,3489,531,2958,2,Other Freeway,4,Suburban,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
9127,0,58-0884,2019,22594,16516.5,6077,745,5264,2,Other Freeway,5,Rural,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
9133,0,58-5199,2019,429,396.5,54,10,22,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
9136,1,58-8689,2019,17421.5,12695.5,4726,590,4076,2,Other Freeway,5,Rural,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
9139,0,58-8729,2019,23115.3,18778.3,4112,574,3719,2,Other Freeway,5,Rural,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
9140,0,58-0112,2019,26246,21312.5,4933,656,4225,2,Other Freeway,5,Rural,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
9141,0,58-0052,2017,1796,1732,64,38,24,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,0-99,0-99,0-99
9144,0,58-6678,2017,3234,3105,129,78,48,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,0-99,0-99,100-199
9148,0,58-0118,2019,23109,19619.5,3489,531,2958,2,Other Freeway,4,Suburban,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
9149,0,58-0884,2019,22594,16516.5,6077,745,5264,2,Other Freeway,5,Rural,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
9151,1,58-8689,2019,17421.5,12695.5,4726,590,4076,2,Other Freeway,5,Rural,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
9168,0,58-8729,2019,23115.3,18778.3,4112,574,3719,2,Other Freeway,5,Rural,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
9169,0,58-0112,2019,26246,21312.5,4933,656,4225,2,Other Freeway,5,Rural,Freeway/Prin. Art.,6,Monroe,2000+,500-999,2000+
9207,0,58-5166,2018,1573,1530,43,27,14,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
9214,0,58-5141,2018,856,833,23,14,8,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
9215,0,58-5082,2018,736,716,20,13,6,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
9236,0,58-5114,2019,710,689,21,16,4,6,Minor Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
9253,0,58-5168,2019,1390,1336,54,34,14,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
9257,0,58-5031,2019,2049,2023,26,24,2,6,Minor Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
9278,0,58-5267,2018,1224,1203,21,17,3,6,Minor Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
9284,0,58-5184,2017,2467,2378,100,44,42,5,Major Collector,3,Urban,Other Road,6,Monroe,0-99,0-99,0-99
9291,0,58-5213,2017,1418,1353,65,33,31,5,Major Collector,3,Urban,Other Road,6,Monroe,0-99,0-99,0-99
9298,0,58-5165,2019,7500,7197,303,188,85,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,100-199,200-499
9302,0,58-0269,2017,8049,7857,192,96,88,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,100-199
9303,0,58-5064,2017,1496,1431,65,35,29,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
9335,0,58-0271,2019,16961.5,14875.5,2086,474,1577,1,Interstate Freeway,5,Rural,Interstate,6,Monroe,1000-1999,200-499,2000+
9338,1,58-0270,2019,12065.5,9012.5,3053,333,2705,1,Interstate Freeway,5,Rural,Interstate,6,Monroe,2000+,200-499,2000+
9352,0,58-5203,2019,2616,2569,47,39,7,5,Major Collector,3,Urban,Other Road,6,Monroe,0-99,0-99,0-99
9354,0,58-5220,2017,3017,2897,120,72,45,4,Minor Arterial,3,Urban,Other Road,6,Monroe,0-99,0-99,100-199
9378,0,58-0023,2018,7225,7036,189,87,51,4,Minor Arterial,5,Rural,Other Road,6,Monroe,0-99,0-99,100-199
9380,0,58-0302,2018,13464,13114,350,162,94,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,0-99,100-199,200-499
9383,0,58-0076,2018,16533,16103,430,198,116,4,Minor Arterial,3,Urban,Other Road,6,Monroe,100-199,100-199,200-499
9384,1,58-6608,2018,17869,17422,446,215,125,4,Minor Arterial,3,Urban,Other Road,6,Monroe,100-199,200-499,200-499
9386,1,58-6609,2018,18252,17736,515,228,134,4,Minor Arterial,3,Urban,Other Road,6,Monroe,100-199,200-499,200-499
9388,0,58-6718,2019,15859,15083,776,301,475,4,Minor Arterial,3,Urban,Other Road,6,Monroe,200-499,200-499,500-999
9395,0,58-0507,2019,14738,14016,722,280,442,4,Minor Arterial,3,Urban,Other Road,6,Monroe,200-499,200-499,500-999
9398,0,58-0093,2019,8638,8215,423,164,259,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,200-499,100-199,200-499
9399,1,58-0225,2019,8634,8221,413,157,253,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,200-499,100-199,200-499
9405,0,58-0020,2019,5739,5458,281,109,172,4,Minor Arterial,5,Rural,Other Road,6,Monroe,100-199,100-199,200-499
9406,1,58-0019,2019,5999,5535,464,162,299,4,Minor Arterial,5,Rural,Other Road,6,Monroe,200-499,100-199,200-499
9409,0,58-0073,2019,2764,2515,249,83,166,4,Minor Arterial,5,Rural,Other Road,6,Monroe,100-199,0-99,200-499
9411,1,58-0072,2019,2564,2335,229,76,152,4,Minor Arterial,5,Rural,Other Road,6,Monroe,100-199,0-99,200-499
9413,0,58-0212,2019,3600,3277,323,108,215,4,Minor Arterial,5,Rural,Other Road,6,Monroe,200-499,100-199,200-499
9414,0,58-0017,2019,6304,5735,569,190,379,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,200-499,100-199,500-999
9438,0,58-8249,2019,27819.5,19807,8012,696,7233,1,Interstate Freeway,5,Rural,Interstate,6,Monroe,2000+,500-999,2000+
9463,0,58-8249,2019,27819.5,19807,8012,696,7233,1,Interstate Freeway,5,Rural,Interstate,6,Monroe,2000+,500-999,2000+
9939,0,58-0154,2019,764,733,31,19,9,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
9957,0,58-5008,2019,1090,1048,42,27,11,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
9986,0,58-5120,2018,1304,1271,33,22,10,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
9994,0,58-5208,2019,2926,2864,62,52,8,4,Minor Arterial,3,Urban,Other Road,6,Monroe,0-99,0-99,0-99
10005,0,58-5047,2017,10443,10153,290,166,114,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,100-199,100-199,200-499
10012,0,58-0151,2017,12272,11966,306,183,111,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,100-199,100-199,200-499
10187,0,58-5009,2019,1090,1048,42,27,11,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
10220,0,58-5006,2019,1020,980,40,25,11,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
10274,0,58-5152,2019,880,844,36,22,10,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
10320,0,58-5172,2017,2901,2801,100,49,48,5,Major Collector,4,Suburban,Other Road,6,Monroe,0-99,0-99,0-99
19533,0,58-5219,2017,1727,1654,73,38,33,5,Major Collector,3,Urban,Other Road,6,Monroe,0-99,0-99,0-99
20133,1,58-0270,2019,12065.5,9012.5,3053,333,2705,1,Interstate Freeway,5,Rural,Interstate,6,Monroe,2000+,200-499,2000+
20134,0,58-5173,2017,2297,2212,85,52,31,4,Minor Arterial,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
20278,0,58-6745,2019,26697,25309,1388,614,747,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,6,Monroe,500-999,500-999,1000-1999
20329,0,58-8169,2019,3628,3544.5,83,29,54,3,Principal Arterial,5,Rural,Freeway/Prin. Art.,6,Monroe,0-99,0-99,0-99
20330,0,58-0065,2019,21804,20669,1135,502,611,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,6,Monroe,500-999,500-999,1000-1999
20383,0,58-0271,2019,16961.5,14875.5,2086,474,1577,1,Interstate Freeway,5,Rural,Interstate,6,Monroe,1000-1999,200-499,2000+
20416,0,58-0009,2018,10151,9695,456,153,293,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,6,Monroe,200-499,100-199,200-499
20523,0,58-0064,2019,27945,26491,1454,643,783,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,6,Monroe,500-999,500-999,1000-1999
20528,0,58-5044,2019,5910,5679,231,142,65,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,0-99,100-199,200-499
20583,1,58-0098,2019,13495,12783,712,313,387,3,Principal Arterial,5,Rural,Freeway/Prin. Art.,6,Monroe,200-499,200-499,500-999
20585,0,58-0208,2018,6863,6643.5,219,75,144,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,100-199,0-99,200-499
20589,0,58-5174,2017,237,231,6,4,2,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,0-99,0-99,0-99
20703,0,58-0062,2019,24644,23361,1283,567,691,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,6,Monroe,500-999,500-999,1000-1999
20705,0,58-8169,2019,3628,3544.5,83,29,54,3,Principal Arterial,5,Rural,Freeway/Prin. Art.,6,Monroe,0-99,0-99,0-99
20826,0,58-5236,2019,1220,1186,34,27,5,6,Minor Collector,5,Rural,Other Road,6,Monroe,0-99,0-99,0-99
20872,0,58-5045,2019,3660,3516,144,88,41,4,Minor Arterial,4,Suburban,Other Road,6,Monroe,0-99,0-99,100-199
36960,0,58-5164,2019,6540,6276,264,164,74,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,100-199,200-499
36963,0,58-5183,2019,7343,7158,185,117,39,5,Major Collector,3,Urban,Other Road,6,Monroe,0-99,100-199,100-199
36986,1,58-0153,2019,7074,6864,210,130,60,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,100-199,100-199
36988,0,58-5234,2017,1105,1050,55,29,25,5,Major Collector,3,Urban,Other Road,6,Monroe,0-99,0-99,0-99
40507,1,58-0046,2019,7735,6576,1159,168,987,3,Principal Arterial,5,Rural,Freeway/Prin. Art.,6,Monroe,500-999,100-199,1000-1999
40583,1,312,2015,7596,7411,,139,39,4,Minor Arterial,4,Suburban,Other Road,5,Washtenaw,0-99,100-199,100-199
40582,1,314,2015,2814,2566,,210,32,5,Major Collector,5,Rural,Other Road,5,Washtenaw,0-99,200-499,200-499
36998,1,868,2015,1916,1244,,231,368,5,Major Collector,4,Suburban,Other Road,2,Other Wayne,200-499,200-499,500-999
36981,1,890,2015,4721,4467,,141,27,5,Major Collector,5,Rural,Other Road,6,Monroe,0-99,100-199,100-199
36951,1,894,2015,3718,3012,,351,285,4,Minor Arterial,5,Rural,Other Road,6,Monroe,200-499,200-499,500-999
34177,1,130,2015,16236,15556,,389,116,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,100-199,200-499,500-999
34116,1,822,2015,11382,10746,,515,87,90,External connector,0,External,External,9,External,0-99,500-999,500-999
34113,1,772,2015,369,335,,29,1,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34111,1,794,2015,130,112,,13,3,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34109,1,810,2015,533,496,,33,0,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34108,1,764,2015,535,504,,31,0,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34107,1,914,2015,791,724,,46,14,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34106,1,912,2015,2854,2665,,117,2,90,External connector,0,External,External,9,External,0-99,100-199,100-199
34105,1,754,2015,2504,2395,,99,2,90,External connector,0,External,External,9,External,0-99,0-99,100-199
34104,1,742,2015,103,88,,13,0,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34103,1,740,2015,440,395,,43,0,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34102,1,732,2015,145,123,,20,1,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34101,1,910,2015,552,508,,36,1,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34100,1,722,2015,714,670,,35,3,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34099,1,716,2015,301,277,,15,5,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34098,1,714,2015,153,139,,9,2,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34097,1,712,2015,763,712,,37,13,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34096,1,706,2015,625,587,,32,1,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34095,1,704,2015,5643,5037,,370,204,90,External connector,0,External,External,9,External,200-499,200-499,500-999
34094,1,702,2015,1498,1397,,88,7,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34093,1,700,2015,6179,5439,,402,288,90,External connector,0,External,External,9,External,200-499,200-499,500-999
34092,1,698,2015,2163,2026,,118,15,90,External connector,0,External,External,9,External,0-99,100-199,100-199
34091,1,696,2015,7485,6917,,400,146,90,External connector,0,External,External,9,External,100-199,200-499,500-999
34090,1,692,2015,161,151,,9,1,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34089,1,694,2015,109,86,,21,2,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34088,1,686,2015,211,192,,18,0,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34087,1,682,2015,363,314,,30,18,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34086,1,678,2015,1014,935,,58,20,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34085,1,672,2015,490,441,,35,12,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34084,1,668,2015,2289,2037,,158,87,90,External connector,0,External,External,9,External,0-99,100-199,200-499
34083,1,676,2015,439,400,,33,3,90,External connector,0,External,External,9,External,0-99,0-99,0-99
34082,1,654,2015,14415,13099,,1197,84,90,External connector,0,External,External,9,External,0-99,1000-1999,1000-1999
34081,1,766,2015,7722,7297,,356,48,90,External connector,0,External,External,9,External,0-99,200-499,200-499
34080,1,774,2015,13715,12985,,624,69,90,External connector,0,External,External,9,External,0-99,500-999,500-999
34079,1,776,2015,2529,2332,,182,11,90,External connector,0,External,External,9,External,0-99,100-199,100-199
34078,1,778,2015,1148,1064,,80,4,90,External connector,0,External,External,9,External,0-99,0-99,0-99
